,Age,Work_Experience,Spending_Score,Family_Size,Gender,Ever_Married,Ever_Married_Unknown,Graduated,Graduated_Unknown,Artist,Doctor,Engineer,Entertainment,Executive,Healthcare,Homemaker,Lawyer,Marketing,Profession_Unknown,Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,Cat_6,Cat_7,Var_1_Unknown,Work_Experience_Unknown,Age_Unknown,Family_Size_Unknown,Age_2,Log_Age,Age_Normalized,Log_Age_Normalized,Spending_Score_Age,Log_Spending_Score_Age,Spending_Score_Age_2,Family_Size_2,Log_Family_Size,Work_Experience_2,Log_Work_Experience,Age_Exp,Age_Exp_2,Log_Age_Exp,Cluster_Labels
Age_Normalized,0.9999999999999976,-0.18595015489852826,0.401002515088954,-0.2630667249810196,0.036374170570016746,0.5463583363475683,-0.015907333182656403,0.20988661391450364,0.016420788038420883,0.09674477054896345,-0.11428451307556552,-0.04000595227774786,-0.024146509162742445,0.12410546371354479,-0.4060867878396326,-0.06390997307722653,0.5449835088112837,-0.08121808645358941,0.0035547915512866572,-0.034841316681262134,-0.08247702555334847,-0.07724271825606524,-0.11354155594289032,-0.04463242694905784,0.1989036173627161,-0.03484750337164943,0.008043186790088796,0.017108709027423744,,0.004044069735776155,0.9811616752485983,0.9770365901837198,1.0,0.9752140315033696,0.8429492883492239,0.8728832627473632,0.7587789786821373,-0.2400511294179472,-0.25790846580657373,-0.16924539023980906,-0.17207214429275144,-0.3617543717886649,-0.3128656457998112,-0.36409361846940375,0.5538800058150647
Log_Age_Normalized,0.9752140315033686,-0.1656085796403501,0.4097660373634007,-0.2791027418921345,0.029879768751075186,0.5816141894398577,-0.02131033151927388,0.2843162918785962,0.01112998495497507,0.15990496421644218,-0.10537766164153649,-0.015155265501873953,-0.0003414163346729695,0.13171747934983452,-0.4729437065877517,-0.05286572112678423,0.451387751183584,-0.0891018013629017,0.0029926267247562914,-0.035077975770761334,-0.08613115921896765,-0.07648539242845821,-0.11264401612424588,-0.0440948123996334,0.1985500759856948,-0.029581052504465258,0.003985710189804134,0.009855949129666412,,-0.003917824759629582,0.9158091473332818,0.9999617597965307,0.9752140315033696,1.0,0.8151438734305064,0.89567211308772,0.6954656376969497,-0.25587420026071533,-0.2734552477721546,-0.15092029248285924,-0.1528535037767738,-0.3693093482366044,-0.33674904446596304,-0.36916362198991876,0.5764703481990532
Spending_Score_Age,0.8429492883492253,-0.1606538673773519,0.7992553195959916,-0.09823565351142774,0.04334168146491524,0.6034477987873267,0.008742116096458686,0.14683389772458838,0.006773946424163937,0.051729388396400254,-0.11808473929438315,-0.04953307025914129,-0.05370599696032806,0.24440231045283375,-0.3504573558084511,-0.05693506273367725,0.48076018825766775,-0.08308091831346005,-0.0010988367169513559,-0.027667185217977477,-0.06717028639933338,-0.08049745769382537,-0.1027732626651868,-0.03863293671283449,0.18353972026435642,-0.029904199767882406,-0.0036387750733623443,0.0338115911806693,,-0.04110332101285573,0.8318430144803489,0.8169798195131914,0.8429492883492239,0.8151438734305064,1.0,0.952978341544759,0.9623009253986494,-0.12198773946150933,-0.06073028866834714,-0.15057059051473412,-0.14394659845642008,-0.3025626300440151,-0.2600889372881224,-0.30470154523009524,0.5387647164402957
Log_Spending_Score_Age,0.8728832627473615,-0.14926107614101328,0.770829739208254,-0.1420564242697165,0.051917511422705655,0.6986551907257534,0.004756299582797446,0.2400056382534667,0.0064813121594891375,0.13582522286234894,-0.1156975618663616,-0.020967595391796115,-0.02056973920655926,0.24383936144907375,-0.45297987813004476,-0.04643575524862213,0.40323008315079745,-0.09833687897544584,-0.0005629545482582807,-0.03074121603819331,-0.07742277179232916,-0.07700663860930007,-0.09913969337691822,-0.03920976449270842,0.18277230764853553,-0.026300646478725296,-0.0012516139545572134,0.025886241090455883,,-0.04294468091858201,0.8174433043595408,0.8957017111989586,0.8728832627473632,0.89567211308772,0.952978341544759,1.0,0.8399368689896696,-0.1587786109825193,-0.10880253136933683,-0.1412390661104109,-0.13226706828284207,-0.3297627450795383,-0.3018660076867621,-0.3294003236700229,0.659211603315197
Spending_Score_Age_2,0.7587789786821378,-0.15098131897001216,0.7474661761500719,-0.07842382623723568,0.0231511989877335,0.4710441815491107,0.009165254891880643,0.07042124383530259,0.004657282924573452,-0.01912019785412278,-0.10750944977897174,-0.06495294492771313,-0.07199177905621396,0.21528953069646647,-0.25340769116849476,-0.05756217241462336,0.517381668081853,-0.06519990875825374,-0.0018957299394636066,-0.02334990391829841,-0.05534282070847886,-0.07769141626287558,-0.09917389879922833,-0.03551040205384678,0.17285290322356595,-0.030504154139755973,-0.007829306884840159,0.03664839022622969,,-0.03565798211272921,0.7846939079928912,0.698369883391239,0.7587789786821373,0.6954656376969497,0.9623009253986494,0.8399368689896696,1.0,-0.10177275528582945,-0.04167441461115151,-0.1394282183013594,-0.1372125922780428,-0.2552702152367405,-0.2075291720557403,-0.258857906598227,0.3601153199496309
Family_Size_2,-0.24005112941794607,-0.03824245306502301,0.03660009096957334,0.9530186648822904,0.02717588018809473,-0.09696593252434393,-0.0048502199893087645,-0.2095080374881624,0.015442182482390538,-0.12882681808336163,-0.006146349730415855,0.04172149949568362,-0.02927196566118759,0.0966475763519228,0.19578375923798358,-0.048691893498072264,-0.14003124345779527,0.051089290348041945,0.0031837983004367717,0.006501186803888706,0.06690803369658234,-0.0047047644251714815,0.1765282277223528,0.04186124576609498,-0.1827214011147169,0.04694386637229709,-0.0042766906364187455,0.0015219262790419847,,-0.04298100515075166,-0.22202830211282815,-0.2553102482302209,-0.2400511294179472,-0.25587420026071533,-0.12198773946150933,-0.1587786109825193,-0.10177275528582945,1.0,0.858444023747214,-0.04096973239949301,-0.031606245405014693,0.022893017640958066,0.02916406183761576,0.02174091033927068,-0.022922396732111962
Log_Family_Size,-0.25790846580657306,-0.07002472712092256,0.15828532728383646,0.9719685078784749,0.06543939146562225,-0.019224917220883302,-1.0530361723512928e-05,-0.22148615420316525,0.0027557189798335102,-0.14378637227420973,-0.001209716889507208,0.02427618653234115,-0.010316581585400487,0.12489175509195992,0.22125838627515362,-0.07133624849342905,-0.16863482049387304,0.05198704198680127,-0.002622856671906349,0.01629450514482733,0.08000326895338312,0.01662722046472597,0.14094511924734782,0.033059764878281994,-0.17481490509608485,0.03317637169787316,0.006525087875479264,0.006561065031289535,,0.04117017665177061,-0.2410676273270502,-0.2728457293027398,-0.25790846580657373,-0.2734552477721546,-0.06073028866834714,-0.10880253136933683,-0.04167441461115151,0.858444023747214,1.0,-0.07504858114676707,-0.05988408719997719,-0.0020686101158085674,0.006750439526910506,-0.0032590005316487577,0.03595192530950435
Work_Experience_2,-0.16924539023980942,0.9465460463931956,-0.07285112617090908,-0.0619935324672537,-0.052772361142889336,-0.10269715278200721,0.0020223813693499557,0.015580015881337944,0.01295548963814627,0.0015550494748792134,-0.010008178040674763,-0.0023250416614830393,0.009977586834795514,-0.03289304212516826,0.002857168008416295,0.19500174109487814,-0.09150490712717385,-0.0072844492914732805,-0.012912804459657258,-0.024415138143443003,-0.0007140239577244393,-0.005397579179227045,-0.041557024796333074,0.0026481720738209757,0.040716278922472454,0.0014388421012910134,-0.007342465856910896,-0.11181971607837751,,0.004288036200407363,-0.17293460304049788,-0.15195585568551315,-0.16924539023980906,-0.15092029248285924,-0.15057059051473412,-0.1412390661104109,-0.1394282183013594,-0.04096973239949301,-0.07504858114676707,1.0,0.7965416370052728,0.8854472898924639,0.824534103626623,0.8819719267856742,-0.11423176967301853
Log_Work_Experience,-0.17207214429275206,0.941549583842397,-0.05271447597087189,-0.04907877583369226,-0.054095734442217054,-0.0889404164341761,0.008365016964471419,0.017750686360799937,0.03390922571817855,0.006570991943362075,-0.013399154194989852,-0.009722112633244255,0.01312235576461132,-0.028060989404592493,0.015484161704872997,0.16875595099350174,-0.09617003120543705,-0.015901984038620906,-0.00037347623121690193,-0.026030232892139037,0.02064038388257358,0.009720096504297868,-0.042191455293181315,-0.005410506576239439,0.026046099103911657,-0.005784914654382837,-0.006879511262095645,0.13172026690354638,,0.01580338284665976,-0.17724341565432777,-0.15387613116681098,-0.17207214429275144,-0.1528535037767738,-0.14394659845642008,-0.13226706828284207,-0.1372125922780428,-0.031606245405014693,-0.05988408719997719,0.7965416370052728,1.0,0.8648696088851022,0.6489930559429226,0.8856661103441458,-0.09686577310105209
Age_Exp,-0.36175437178866493,0.9277464391859814,-0.14742600488934093,0.010279485093221956,-0.051078279995833545,-0.22406883715047873,0.010540651810157863,-0.07013126402726744,0.02804925701533966,-0.05040526215208645,0.00896943614168971,-0.010900626649197514,-0.004365694040177805,-0.059703033912613925,0.13411860763170882,0.18511686448350248,-0.15260182516301612,0.00813612844715664,-0.003933437359814011,-0.01794570191064928,0.02784625615469393,0.017826195335017628,-0.022216828360264756,0.007285293611180699,-0.005276398305387404,0.004210823865603338,-0.006546716452029611,-0.023866525852344198,,0.01763034776039295,-0.33732689076465705,-0.36951443162446246,-0.3617543717886649,-0.3693093482366044,-0.3025626300440151,-0.3297627450795383,-0.2552702152367405,0.022893017640958066,-0.0020686101158085674,0.8854472898924639,0.8648696088851022,1.0,0.9187852040305556,0.9983706336939927,-0.23090088981486637
Age_Exp_2,-0.3128656457998109,0.7754687877086306,-0.13640848013215512,0.0182051430325151,-0.03416374552398604,-0.20896567862837795,0.011179065624254325,-0.09182073580498233,0.019446745341475433,-0.06408763840791845,0.009390896036877166,-0.012430465182053688,-0.014951238592045212,-0.05554003085050997,0.13541885104647283,0.16511816081694822,-0.11064102512503433,0.010301390888128368,-0.00048073532360767894,-0.017751481668306233,0.009275151459576352,0.01585478613934266,-0.01841091532916471,0.013691278605573093,-6.897068612469699e-05,0.007323356665880392,-0.008373354838294196,-0.09645206301901911,,0.01804879509676891,-0.27875602315541204,-0.3362239157981949,-0.3128656457998112,-0.33674904446596304,-0.2600889372881224,-0.3018660076867621,-0.2075291720557403,0.02916406183761576,0.006750439526910506,0.824534103626623,0.6489930559429226,0.9187852040305556,1.0,0.8948853913562108,-0.20879109739012858
Log_Age_Exp,-0.36409361846940186,0.9375210139139594,-0.14696844955413854,0.00905139154657205,-0.05275251331929047,-0.2231330099311096,0.010442578205305898,-0.06614897239413996,0.028900815611779585,-0.04767974203569369,0.008787989116070705,-0.010565335579623332,-0.002723413309641855,-0.05943547328879143,0.13218099569161246,0.18539554932507102,-0.15680241351802263,0.007647590684091355,-0.004317416464559283,-0.017741890028681172,0.030139718399580927,0.018054234093969883,-0.02239648341645383,0.006267344314644536,-0.006082057647763436,0.0036218420752533527,-0.006222224190508984,-0.011313162131791985,,0.01742605808952142,-0.3414346099533217,-0.3694709713943724,-0.36409361846940375,-0.36916362198991876,-0.30470154523009524,-0.3294003236700229,-0.258857906598227,0.02174091033927068,-0.0032590005316487577,0.8819719267856742,0.8856661103441458,0.9983706336939927,0.8948853913562108,1.0,-0.23083986231903234
Cluster_Labels,0.5538800058150607,-0.11505544420850794,0.5014031752724414,0.008969335271304996,0.09128741680688351,0.5878795000786065,-0.0014170299286224517,0.15210434400703834,0.01587713747597845,0.13837697784131991,-0.08148283374863238,0.000593832292847592,-0.014422651935412084,0.15347330818285965,-0.2827205592310757,-0.04592379359142171,0.17808801122733933,-0.07491187220459625,-0.0032145540579166286,-0.024874030678886775,-0.039390934386908855,-0.04155532694090532,-0.048662787668474025,-0.014754680616287721,0.08987929115528455,-0.010039971500527258,0.015287543670385265,0.013553045021111869,,-0.0356265776489453,0.5017424130267932,0.5766424581461578,0.5538800058150647,0.5764703481990532,0.5387647164402957,0.659211603315197,0.3601153199496309,-0.022922396732111962,0.03595192530950435,-0.11423176967301853,-0.09686577310105209,-0.23090088981486637,-0.20879109739012858,-0.23083986231903234,1.0
